"Id","Product Name","Sale Price","Category","Tax Applied","Hidden"
"537174","Caffe Prima Roma Coffee Beans 4Kg","31.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"59079","Caffe Prima Roma Coffee Beans 6Kg","47.95","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"511099","Caffe Prima Serrano Coffee Beans 1Kg","9.09","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537175","Caffe Prima Serrano Coffee Beans 4Kg","34.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"496313","Caffe Prima Serrano Coffee Beans 6Kg","43","Caffe Prima Roasted Coffee Beans (6KG Cases)","N","N"
"496320","Caffe Prima Serrano Filter Coffee Sachets","24.99","Caffe Prima Filter Coffee Sachets","N","N"
"460227","Caffe Prima St James Cafetiere Sachets","20.99","Caffe Prima Fresh Cafetiere Sachets","N","N"
"534972","Caffe Prima St James Coffee Beans 1Kg","9.49","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537176","Caffe Prima St James Coffee Beans 4Kg","35.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"69792","Caffe Prima St James Coffee Beans 6Kg","49.5","Discounted Coffee Beans","N","N"
"59101","Caffe Prima St James Filter Sachets","28.99","Caffe Prima Filter Coffee Sachets","N","N"
"489822","Caffe Prima Sumatra Crema Coffee Pods","23.99","Caffe Prima ESE Coffee Pods","N","N"
"534973","Caffe Prima Trafalgar Coffee Beans 1Kg","8.49","Caffe Prima Roasted Coffee Beans (Kilos)","N","N"
"537177","Caffe Prima Trafalgar Coffee Beans 4Kg","31.99","Caffe Prima Roasted Coffee Beans (4KG Cases)","N","N"
"534974","Caffe Prima Trafalgar Coffee Beans 6Kg","42.5","Discounted Coffee Beans","N","N"
"59105","Caffe Prima Trafalgar Filter Coffee Sachets","21.49","Caffe Prima Filter Coffee Sachets","N","N"
"511186","Caffe Prima Triple Chocolate & Fudge Piece Cookies","3.49","Caffe Prima Cookies","N","N"
"511185","Caffe Prima White Chocolate Chunk & Cranberry Cookies","3.49","Caffe Prima Cookies","N","N"
"511192","Caffe Prima White Chocolate Chunk and Macadamia Nut Cookies","3.49","Caffe Prima Cookies","N","N"
"488395","Caffe Prima White Sugar Sticks","8.99","Sugar & Sweetener Sticks","N","N"
"489701","Caffe Prima Whitener","24.99","Milk, Creamers & Whiteners","N","N"
"537254","Caffe Prima Winter Cioccolato Pack","37.99","FESTIVE SPECIALITIES","N","N"
"66024","Canderel Sweetener Sachets","12.49","Sugar & Sweetener Sticks","N","N"
"151427","Cappuccino / Coffee Stencils","5.99","Cappuccino Stencils","Y","N"
"395771","Cardboard Coffee Cup Clutches","23.99","DISPOSABLES","Y","N"
"449379","Catalina Latte Glasses","41.99","CROCKERY AND GLASSWARE","Y","N"
"66993","Chocolate Espresso Beans","20.39","BISCUITS, COOKIES AND MINTS","Y","Y"
"537337","Cimbali EcoJetsan Liquid","0.00","Espresso Machine Cleaning","N","Y"
"334083","Clear PLA Smoothie and Frappe Cups","4.19","PAPER AND PLASTIC CUPS","Y","Y"
"490462","Clear Plastic Cups - PP","44.39","PAPER AND PLASTIC CUPS","Y","Y"
"495754","Clipper Fairtrade Earl Grey Tea - 25","1.99","CLIPPER ORGANIC TEA","N","N"
"538003","Clipper Fairtrade Earl Grey Tea - 250","16.99","CLIPPER ORGANIC TEA","N","N"
"495762","Clipper Fairtrade Everyday Tea - 100","4.75","CLIPPER ORGANIC TEA","N","N"
"456783","Clipper Fairtrade Everyday Tea - 1100","19.99","CLIPPER ORGANIC TEA","N","N"
"514424","Clipper Fairtrade Everyday Tea - 25","1.99","CLIPPER ORGANIC TEA","N","N"
"537340","Clipper Fairtrade Everyday Tea - 250","16.99","CLIPPER ORGANIC TEA","N","N"
"519904","Clipper Organic Apple & Ginger Infusion","2.09","FAIRTRADE TEA SELECTION","N","Y"
"515129","Clipper Organic Blackcurrant & Acai Berry Infusion","2.29","CLIPPER ORGANIC TEA","N","N"
"495755","Clipper Organic Chamomile Infusion","2.09","CLIPPER ORGANIC TEA","N","N"
"495760","Clipper Organic Decaf Everyday Tea","2.09","CLIPPER ORGANIC TEA","N","N"
"495758","Clipper Organic Green Tea","2.09","CLIPPER ORGANIC TEA","N","N"
"495759","Clipper Organic Lemon & Ginger Infusion","2.09","CLIPPER ORGANIC TEA","N","N"
"495757","Clipper Organic Peppermint Infusion","1.99","CLIPPER ORGANIC TEA","N","N"
"538074","Clipper Organic Peppermint Infusion - 250","16.99","CLIPPER ORGANIC TEA","N","N"
"515128","Clipper Organic Red Fruits & Aronia Berry Infusion","2.29","CLIPPER ORGANIC TEA","N","N"
"495763","Clipper Organic Redbush Tea - 25","1.99","CLIPPER ORGANIC TEA","N","N"
"537326","Clipper Organic Redbush Tea - 250","16.99","CLIPPER ORGANIC TEA","N","N"
"495756","Clipper Organic Wild Berry Infusion","2.09","CLIPPER ORGANIC TEA","N","N"
"415078","Coffee By The Kilo","0.00","CAFFE PRIMA COFFEE BEANS","N","N"
"428924","Coffee Cups 100% Biodegradable","28.49","DISPOSABLES","Y","Y"
"428839","Coffee Customer Loyalty Cards","0.59","FairTrade Point Of Sale","Y","N"
"75558","Coffee Filter Papers","5.99","COFFEE MACHINE ACCESSORIES","Y","N"
"336912","Coloured Take Away Cups","20.51","PAPER AND PLASTIC CUPS","Y","Y"
"489699","Condiment Dispenser","41.99","SUNDRY","Y","N"
"66124","Crunchy Amaretti Biscuits","12.49","Biscuits and Confectionery","N","N"
"363563","Cup Carry Trays","20.39","DISPOSABLES","Y","Y"
"514860","Daelmans Jumbo Caramel Waffle","15.59","Biscuits and Confectionery","Y","N"
"63876","Dart Foam Coffee Cups","20.34","CLEARANCE STOCK","Y","N"
"488404","Dinkum Cappuccino Cool Mix","43.2","Milkshake Mixes","Y","N"
"399467","Dinkum Shmoo MilkShake Machine & Starter Kit","335.99","Milkshake Mixes","Y","Y"
"488405","Dinkum Stainless Steel Mixer Jar","23.99","Milkshake Mixes","Y","N"
"489716","Disposable Lids","20.39","DISPOSABLES","Y","Y"
"538359","Domed Straw Slot Lid (To fit 12oz - 20oz PLA Cups)","39.59","DISPOSABLES","Y","N"
"538370","Domed Straw Slot Lid (To fit 12oz - 20oz PP Cups)","39.59","DISPOSABLES","Y","N"
"525802","Drink Me Chai - Chocolate Chai","2.99","CHAI DRINKS","N","N"
"537320","Drink Me Chai - Fairtrade Spiced Chai","3.29","CHAI DRINKS","N","N"
"525800","Drink Me Chai - Fairtrade Spiced Chai","12.99","CHAI DRINKS","N","N"
"525805","Drink Me Chai - Green Tea Chai","2.99","CHAI DRINKS","N","N"
"525803","Drink Me Chai - Mango Chai","2.99","CHAI DRINKS","N","N"
"525804","Drink Me Chai - Peppermint Chai","3.29","CHAI DRINKS","N","N"
"449558","Drink Me Chai - Spiced Chai","11.99","CHAI DRINKS","N","N"
"449562","Drink Me Chai - Vanilla Chai","11.99","CHAI DRINKS","N","N"
"525698","Eden Springs Bottled Water - Still","8.75","BOTTLED WATER","Y","N"
"535411","Elia Thermal Milk Flask (1L)","26.34","COFFEE MACHINE ACCESSORIES","Y","N"
"177958","Espresso Cup 3oz Plain Cup & Saucer x 6","24","CROCKERY AND GLASSWARE","Y","N"
"493781","Espresso Machine Shower Plates","5.99","Espresso Machine Cleaning","Y","N"
"395337","Espresso Shot Glasses","5.39","COFFEE MACHINE ACCESSORIES","Y","N"
"519830","Expobar Diamant Espresso Coffee Machine","0.00","Commercial Espresso Coffee Machines","N","N"
"519829","Expobar Diamant Espresso Coffee Machine Package","0.00","Commercial Espresso Machine Packages","N","Y"
"519748","Expobar G10 Espresso Coffee Machine","0.00","Commercial Espresso Coffee Machines","N","N"
"519745","Expobar G10 Espresso Coffee Machine Package","0.00","Commercial Espresso Machine Packages","N","Y"
"488397","Fairtrade Brown Sugar Sticks","9.99","Sugar & Sweetener Sticks","N","N"
"489253","Fairtrade Caramelised Biscuit","12.99","Biscuits and Confectionery","N","N"
"488399","Fairtrade Coffee Sticks","32.49","FAIRTRADE COFFEE","N","N"
"489002","Fairtrade Colombian Instant Coffee Sachets","42.49","FAIRTRADE COFFEE","N","N"
"537370","Fairtrade Decaf Coffee Sticks","35.49","FAIRTRADE COFFEE","N","N"
"94625","Fairtrade Luxury Hot Chocolate Sachets","19.99","HOT CHOCOLATE DRINKS","N","N"
"488398","Fairtrade White Sugar Sticks","9.99","Sugar & Sweetener Sticks","N","N"
"537012","Father Christmas Stencil","4.19","FESTIVE SPECIALITIES","Y","N"
"537250","Festive Hamper with Cafe Pod!","18.99","FESTIVE SPECIALITIES","N","N"
"75560","Filter Pan","22.79","Bravilor Pour & Serve Coffee Machines","Y","N"
"538358","Flat Straw Slot Lid (To fit 12oz - 20oz PLA Cups)","34.79","DISPOSABLES","Y","N"
"538367","Flat Straw Slot Lid (To fit 12oz - 20oz PP Cups)","32.99","DISPOSABLES","Y","N"
"536725","Flavia  C400 Cabinet","0.00","Flavia Single Serve Hot Drinks Machine","N","N"
"536726","Flavia  C400 Cabinet With Cup Tubes","0.00","Flavia Single Serve Hot Drinks Machine","N","N"
"536660","Flavia 9oz Cup Lids","26.26","DISPOSABLES","Y","N"
"536632","Flavia ALTERRA Coffee Roasters Artisan Roast","29.76","Flavia Drinks","N","N"
"536629","Flavia ALTERRA Coffee Roasters Colombia","32.49","Flavia Drinks","N","N"
"536634","Flavia ALTERRA Coffee Roasters Espresso Roast","29.76","Flavia Drinks","N","N"
"536631","Flavia ALTERRA Coffee Roasters Ethiopia","32.49","Flavia Drinks","N","N"
"536636","Flavia ALTERRA Coffee Roasters Hazelnut","29.76","Flavia Drinks","N","N"
"536635","Flavia ALTERRA Coffee Roasters Italian Roast","29.76","Flavia Drinks","N","N"
"536627","Flavia ALTERRA Coffee Roasters Mild Roast","29.76","Flavia Drinks","N","N"
"536630","Flavia ALTERRA Coffee Roasters Rich Roast","29.76","Flavia Drinks","N","N"
"536628","Flavia ALTERRA Coffee Roasters Smooth Roast","29.76","Flavia Drinks","N","N"
"536637","Flavia ALTERRA Coffee Roasters Smooth Roast Decaf","29.76","Flavia Drinks","N","N"
"536633","Flavia ALTERRA Coffee Roasters Sumatra","32.49","Flavia Drinks","N","N"
"536767","Flavia C400 Drinks Machine","0.00","Flavia Single Serve Hot Drinks Machine","N","N"
"536727","Flavia C400 Pay Pod","0.00","Flavia Single Serve Hot Drinks Machine","N","Y"
"536662","Flavia Cup Holders","16.46","PAPER AND PLASTIC CUPS","Y","N"
"536649","Flavia Fabulous Froth Mocha","13.64","Flavia Drinks","N","N"
"536648","Flavia Fabulous Froth Original","14.04","Flavia Drinks","N","N"
"536647","Flavia GALAXY Hot Chocolate","25.86","Flavia Drinks","N","N"
"536650","Flavia MARS Fabulous Froth","15.16","Flavia Drinks","N","N"
"536661","Flavia Paper Cups","44.77","PAPER AND PLASTIC CUPS","Y","N"
"536663","Flavia Plastic Cups","44.77","PAPER AND PLASTIC CUPS","Y","N"
"536640","Flavia THE BRIGHT TEA CO Earl Grey","27.51","Flavia Drinks","N","N"
"536638","Flavia THE BRIGHT TEA CO English Breakfast","27.51","Flavia Drinks","N","N"
"536641","Flavia THE BRIGHT TEA CO English Breakfast Decaf","27.51","Flavia Drinks","N","N"
"536639","Flavia THE BRIGHT TEA CO English Breakfast Strong","27.51","Flavia Drinks","N","N"
"536646","Flavia THE BRIGHT TEA CO Green with Jasmine","27.51","Flavia Drinks","N","N"
"536642","Flavia THE BRIGHT TEA CO Lemon Herbal","27.51","Flavia Drinks","N","N"
"536643","Flavia THE BRIGHT TEA CO Peppermint Herbal","27.51","Flavia Drinks","N","N"
"536644","Flavia THE BRIGHT TEA CO Raspberry Herbal","27.51","Flavia Drinks","N","N"
"536645","Flavia THE BRIGHT TEA CO Select Green","27.51","Flavia Drinks","N","N"
"536654","Flavia Whitener Sachets","18.04","Milk, Creamers & Whiteners","N","N"
"536653","Flavia Wooden Stirrers","61.5","DISPOSABLES","Y","Y"
"537588","Franke Cleaning Tablets","28.79","Bean To Cup Cleaning","Y","N"
"489424","Franke Descaling Solution","7.55","Jura Machines Accessories","Y","N"
"428518","Franke Evolution Bean to Cup coffee machine","0.00","Franke Coffee Machines","N","N"
"426618","Franke Flair Bean to Cup coffee machine","0.00","Franke Coffee Machines","N","N"
"537584","Franke Milk Cleaning Fluid","19.79","Bean To Cup Cleaning","Y","N"
"537600","Franke Milk Fridge","205.98","COFFEE MACHINE ACCESSORIES","Y","N"
"496043","Franke Pura Bean To Cup Coffee Machine","0.00","Franke Coffee Machines","N","N"
"63410","Gaggia D90 Evolution Espresso Coffee Machine","0.00","Commercial Espresso Coffee Machines","N","N"
"489734","Gaggia Deco Espresso Machine Package","0.00","Commercial Espresso Machine Packages","N","Y"
"95922","Gaggia G Series Espresso Machine Package","0.00","Commercial Espresso Machine Packages","N","Y"
"303995","Gaggia GD Espresso Coffee Machine","0.00","Commercial Espresso Coffee Machines","N","N"
"496046","Gaggia MD64 Grinder","755.99","COFFEE BEAN GRINDERS","Y","N"
"96171","Gaggia X Series Espresso Machine Package","0.00","Commercial Espresso Machine Packages","N","Y"
"63408","Gaggia XD Commercial Espresso Coffee Machine","0.00","Commercial Espresso Coffee Machines","N","N"
"177445","GDS Cappuccino Machines","0.00","Soluble Coffee and Cappuccino Machines","N","Y"
"151269","Glass Biscotti Jars","17.99","BISCUITS, COOKIES AND MINTS","Y","N"
"75562","Glass Decanter 3 Pint Jug","11.99","Bravilor Pour & Serve Coffee Machines","Y","N"
"458360","Gluten Free Byron Bay Cookies","19.98","Byron Bay Cookies","N","N"
"69881","Grandma Wilds Biscuits","16.49","Biscuits and Confectionery","N","N"
"488352","Grinder Cleaning Brush","4.79","Espresso Machine Cleaning","Y","N"
"492061","Group Head Seals 8.5mm","3.59","COFFEE MACHINE ACCESSORIES","Y","N"
"537013","Heart Stencil","4.19","FESTIVE SPECIALITIES","Y","N"
"537245","Individually Wrapped Mini Panettone","0.89","Biscuits and Confectionery","N","Y"
"151353","iSi Cream Whipper Chargers","4.91","iSi CREAM WHIPPERS","Y","N"
"310308","iSi Easy Whip Cream Whipper - White","32.39","iSi CREAM WHIPPERS","Y","N"
"310353","iSi Easy Whip Cream Whipper - Yellow","32.39","iSi CREAM WHIPPERS","Y","Y"
"489761","iSi Gourmet Plus Whip Cream Whipper","71.94","iSi CREAM WHIPPERS","Y","N"
"489775","iSi Injector Needles","11.99","iSi CREAM WHIPPERS","Y","N"
"151352","iSi Profi Whip Cream Whipper","53.99","iSi CREAM WHIPPERS","Y","N"
"398871","iSi Thermo Xpress Whip & Free Chargers","137.94","iSi CREAM WHIPPERS","Y","N"
"490641","iSi Trick Of The Whip Recipe Book","14.99","iSi CREAM WHIPPERS","Y","N"
"63794","Italian Almond Biscotti Biscuits","9.99","Biscuits and Confectionery","N","Y"
"537321","Italian Chocolate Chip Biscotti Biscuits","9.99","Biscuits and Confectionery","N","N"
"489001","Italian Mini Almond Cantuccini","24.99","Biscuits and Confectionery","N","Y"
"488392","Italian Venezia Biscuits","12.99","Biscuits and Confectionery","N","N"
"518221","Jacksons Fairtrade Tea Bags","3.99","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"537987","Jacksons Fairtrade Tea Bags - 100","5.49","EVERYDAY TEA BAGS & LOOSE LEAF TEA","N","N"
"537571","Jaguar Descaling Tablets","17.99","Bean To Cup Cleaning","Y","N"
"516401","Jumbo Straws","8.1","DISPOSABLES","Y","N"
"412144","Jura Air Intake Nozzle","5.99","Jura Machines Accessories","Y","N"
"95627","Jura Cappuccino Cleaner","19.79","Bean To Cup Cleaning","Y","N"
"175632","Jura Cappuccino Frothers","35.94","Jura Machines Accessories","Y","N"
"488342","Jura Claris Water Filter - Claris Blue","13.19","Jura Machines Accessories","Y","N"
"537980","Jura Claris Water Filter - Pro Blue","39.17","Bean To Cup Cleaning","Y","N"
"536973","Jura Claris Water Filter - Pro White","30.46","Bean To Cup Cleaning","Y","N"
"176898","Jura Claris Water Filters - Claris White","13.19","Jura Machines Accessories","Y","N"
"69963","Jura Cleaning Tablets","9.65","Bean To Cup Cleaning","Y","N"
"489792","Jura Cool Control","179.06","Jura Machines Accessories","Y","N"
"494354","Jura Cup Warmer - Slimline","198.84","Jura Machines Accessories","Y","N"
"183562","Jura Descaling Tablets","16.19","Jura Machines Accessories","Y","N"
"494350","Jura ENA 9 One Touch Bean to Cup Coffee Machine","0.00","Jura Coffee Machines","N","N"
"536380","Jura ENA Micro 1 Bean to Cup Coffee Machine","0.00","Jura Coffee Machines","N","N"
"518043","Jura GIGA X7 Pro Bean to Cup Coffee Machine","0.00","Jura Coffee Machines","N","N"
"329289","Jura Hot Water Boilers","954","Hot Water Boilers","Y","Y"
"536954","Jura Impressa C5 Black","779.99","CLEARANCE STOCK","Y","Y"
"175387","Jura Impressa C9 - One Touch","0.00","Jura Coffee Machines","N","Y"
"329393","Jura Impressa F50","0.00","Jura Coffee Machines","N","Y"
"535882","Jura Impressa F8 TFT Bean to Cup Coffee Machine","0.00","Jura Coffee Machines","N","N"
"448238","Jura Impressa J9 One Touch","0.00","Jura Coffee Machines","N","Y"
"184721","Jura Impressa S9 One Touch Black","0.00","Jura Coffee Machines","N","Y"
"182950","Jura Impressa X9 Bean to Cup Coffee Machine","0.00","Jura Coffee Machines","N","Y"
"462854","Jura Impressa XS9 Classic Bean to Cup Coffee Machine","0.00","Jura Coffee Machines","N","N"
"489961","Jura Impressa Z7","0.00","Jura Coffee Machines","N","Y"
"488408","Jura Milk Accessory Kit","23.99","COFFEE MACHINE ACCESSORIES","Y","N"
"177446","Jura Milk Container","32.39","Jura Machines Accessories","Y","N"
"181950","Jura Stainless Milk Flask","71.94","Jura Machines Accessories","Y","N"
"536656","Kafevend Brown Sugar Sachets","18.22","Sugar & Sweetener Sticks","Y","N"
"536655","Kafevend White Sugar Sachets","20.94","Sugar & Sweetener Sticks","Y","N"
"526632","Kenco 2GO - Bovril","49.15","Kenco Freshseal 2 Go","N","N"
"526612","Kenco 2GO - Cadbury Hot Chocolate","65.5","Kenco Freshseal 2 Go","N","N"
"526613","Kenco 2GO - Cappuccino","62.05","Kenco Freshseal 2 Go","N","N"
"536896","Kenco 2GO - Knorr Tomato Soup","49.15","Kenco Freshseal 2 Go","N","N"
"526611","Kenco 2GO - Millicano Coffee","60.5","Kenco Freshseal 2 Go","N","N"
"526615","Kenco 2GO - PG Tips Tea - Black","46.25","Kenco Freshseal 2 Go","N","N"
"526614","Kenco 2GO - PG Tips Tea - White","48.35","Kenco Freshseal 2 Go","N","N"
"526616","Kenco 2GO - Rich Roast Coffee - Black","50.75","Kenco Freshseal 2 Go","N","N"
"526617","Kenco 2GO - Rich Roast Coffee - White","52.35","Kenco Freshseal 2 Go","N","N"
"527911","Kenco Cappuccino Topping","62.49","Kenco Soluble Products","N","N"
"534961","Kenco Decaff Coffee Tin","21.99","Kenco Instant Coffee","N","N"
"538049","Kenco Decaff Coffee Tin - Case","118.81","Kenco Instant Coffee","N","N"
"534958","Kenco Decaffeinated Coffee Sticks (200)","25.69","Kenco Instant Coffee","N","N"
"527910","Kenco FreshSeal 2Go Boiler","359.99","Kenco Freshseal 2 Go","Y","N"
"534956","Kenco In Cup - Bovril","53.15","Kenco In Cup","Y","N"
"428766","Kenco In Cup - Cadbury Hot Chocolate","44.4","Kenco In Cup","N","N"
"428764","Kenco In Cup - Cappio Cappuccino","46.6","Kenco In Cup","N","N"
"534957","Kenco In Cup - Decaf Black","30.66","Kenco In Cup","N","N"
"449464","Kenco In Cup - Decaf White","37","Kenco In Cup","N","N"
"534977","Kenco In Cup - Fruit Flavour (Orange)","41.74","Kenco In Cup","Y","N"
"428763","Kenco In Cup - PG Tips Tea Black","39.95","Kenco In Cup","N","N"
"449465","Kenco In Cup - PG Tips Tea White","41.95","Kenco In Cup","N","N"
"428768","Kenco In Cup - Really Rich White","36","Kenco In Cup","N","N"
"428770","Kenco In Cup - Really Smooth Black","34","Kenco In Cup","N","N"
"428771","Kenco In Cup - Really Smooth White","36","Kenco In Cup","N","N"
"458719","Kenco In Cup - Vegetable Soup","45","Kenco In Cup","N","N"
"537397","Kenco Millicano 12oz Paper Cups","0.00","PAPER AND PLASTIC CUPS","N","Y"
"535446","Kenco Millicano Tin","23.96","KENCO COFFEE PRODUCTS","N","N"
"534960","Kenco Millicano Wholebean Instant Coffee","99.75","Kenco Soluble Products","N","N"
"490178","Kenco Paper Cups - 12oz","59.94","PAPER AND PLASTIC CUPS","Y","N"
"67579","Kenco Singles Cadbury Hot Chocolate","32.4","Kenco Singles Capsules","N","N"
"70403","Kenco Singles Cappio Cappuccino","33.4","Kenco Singles Capsules","N","N"
"74723","Kenco Singles Capsule Cups","44.39","Kenco Singles Capsules","Y","N"
"535022","Kenco Singles Carte Noir Decaf","30.6","Kenco Singles Capsules","N","N"
"70402","Kenco Singles Carte Noire","30.4","Kenco Singles Capsules","N","N"
"67574","Kenco Singles Colombian","30.2","Kenco Singles Capsules","N","Y"
"328906","Kenco Singles Cups","4.95","Kenco Singles Capsules","N","Y"
"67572","Kenco Singles Dark Roast","30.99","Kenco Singles Capsules","N","N"
"70404","Kenco Singles Decaffeinated Coffee","30.6","Kenco Singles Capsules","N","Y"
"67578","Kenco Singles Earl Grey Tea","24.4","Kenco Singles Capsules","N","N"
"67576","Kenco Singles Espresso Coffee","29","Kenco Singles Capsules","N","Y"
"421681","Kenco Singles In Smaller Packs","3.79","Kenco Singles Capsules","N","N"
"67570","Kenco Singles Light Roast","27.8","Kenco Singles Capsules","N","Y"
"67571","Kenco Singles Medium Roast Coffee","29.8","Kenco Singles Capsules","N","N"
"183522","Kenco Singles Pedestal Base Cabinet","506.39","Kenco Freshseal 2Go Brewers","Y","Y"
"67715","Kenco Singles Peppermint Tea","29.7","Kenco Singles Capsules","N","Y"
"67580","Kenco Singles PG Tips Tea","23.7","Kenco Singles Capsules","N","N"
"449467","Kenco Smooth Coffee Tin","24.99","Kenco Instant Coffee","N","N"
"534959","Kenco Smooth Roast Coffee Sticks (200)","19.56","Kenco Instant Coffee","N","N"
"494260","Kenco Sustainable Coffee Beans - Case","80.5","Kenco Coffee Beans","N","N"
"536804","Kenco Sustainable Coffee Beans 1Kg","12.49","Kenco Coffee Beans","N","N"
"449466","Kenco Vending Coffee - Decaffeinated","68.99","Kenco Soluble Products","N","N"
"428773","Kenco Vending Coffee - Really Rich","59.99","Kenco Soluble Products","N","N"
"428772","Kenco Vending Coffee - Really Smooth","59.99","Kenco Soluble Products","N","N"
"535445","Kenco Westminster Filter Coffee","3.22","KENCO COFFEE PRODUCTS","N","N"
"537255","Kenco White Sugar Sticks","8.99","Sugar & Sweetener Sticks","N","N"
"536620","Klix Black Cupholders","16.07","KLIX Outlook Drinks","Y","N"
"536619","Klix Blue Chilled Water Cups","69.22","KLIX Outlook Drinks","Y","N"
"536599","Klix Chocamento","90.64","KLIX Outlook Drinks","N","N"
"536621","Klix Cup Lids","18.54","KLIX Outlook Drinks","Y","N"
"536622","Klix Cup Trays","6.67","KLIX Outlook Drinks","Y","N"
"536600","Klix Galaxy Light Style","96.56","KLIX Outlook Drinks","N","Y"
"536615","Klix Galaxy Mocha (KLIX OUTLOOK ONLY)","115.36","KLIX Outlook Drinks","N","N"
"536583","Klix Kenco Smooth Coffee Black","73.39","KLIX Outlook Drinks","N","N"
"536582","Klix Kenco Smooth Coffee Black/Sugar","73.39","KLIX Outlook Drinks","N","N"
"536581","Klix Kenco Smooth Coffee White","97.85","KLIX Outlook Drinks","N","N"
"536580","Klix Kenco Smooth Coffee White/Sugar","97.85","KLIX Outlook Drinks","N","N"
"536603","Klix Knorr Tomato Soup","98.88","KLIX Outlook Drinks","N","N"
"536601","Klix Knorr Vegetable Soup with Croutons","98.88","KLIX Outlook Drinks","N","N"
"536611","Klix Lemon & Lime Flavoured Water","83.44","KLIX Outlook Drinks","Y","N"
"536595","Klix Lipton Lemon Tea","73.39","KLIX Outlook Drinks","N","N"
"536596","Klix Maxwell House Cappuccino","119.48","KLIX Outlook Drinks","N","N"
"536597","Klix Maxwell House Vanilla Latte","119.48","KLIX Outlook Drinks","N","N"
"536598","Klix Mocha","119.48","KLIX Outlook Drinks","N","N"
"536585","Klix Nescafe Decaffeinated Coffee White","108.15","KLIX Outlook Drinks","N","N"
"536584","Klix Nescafe Decaffeinated Coffee White/Sugar","108.15","KLIX Outlook Drinks","N","N"
"536723","Klix Outlook","0.00","KLIX Outlook Vending Machine","N","N"
"536618","Klix Outlook White Water Cups","66.74","KLIX Outlook Drinks","Y","N"
"536589","Klix PG Tips Fresh Leaf Tea Bag Tea Black","92.7","KLIX Outlook Drinks","N","N"
"536587","Klix PG Tips Fresh Leaf Tea Bag Tea White","92.7","KLIX Outlook Drinks","N","N"
"536586","Klix PG Tips Fresh Leaf Tea Bag Tea White/Sugar","92.7","KLIX Outlook Drinks","N","N"
"536593","Klix PG Tips Instant Tea White","73.39","KLIX Outlook Drinks","N","N"
"536591","Klix PG Tips Instant Tea White/Sugar","73.39","KLIX Outlook Drinks","N","N"
"536609","Klix Starburst Orange","88.07","KLIX Outlook Drinks","Y","N"
"536610","Klix Starburst Tropical","88.07","KLIX Outlook Drinks","Y","N"
"536623","KLIXKEY Keys","142.14","KLIX Outlook Drinks","Y","N"
"488406","Kraft Double Wall Ripple Coffee Cup","34.19","PAPER AND PLASTIC CUPS","Y","Y"
"458367","Kraft Paper Carry Bags","35.99","DISPOSABLES","Y","N"
"514867","La Cimbali Casadio Dieci Espresso Coffee Machine","0.00","Commercial Espresso Machine Packages","N","N"
"537394","La Cimbali Casadio Theo 64 AUT CEGrinder","0.00","COFFEE BEAN GRINDERS","N","Y"
"537338","La Cimbali Cleaning Tablets","0.00","Bean To Cup Cleaning","N","Y"
"536659","Lakeland Semi Skimmed Milk Pots","4.99","Milk, Creamers & Whiteners","N","N"
"537099","Lakeland Whole Milk Pots","4.99","Milk, Creamers & Whiteners","N","N"
"177957","Large Cappuccino Plain 12oz Cup & Saucer x 6","36","CROCKERY AND GLASSWARE","Y","N"
"179063","Latte Mug","24","CROCKERY AND GLASSWARE","Y","N"
"521072","Lavazza Blue - Crema Gusto Dolce Pods","33.99","Lavazza Blue Capsules","N","N"
"521078","Lavazza Blue - Espresso Amablie Pods","33.99","Lavazza Blue Capsules","N","N"
"521071","Lavazza Blue - Espresso Decaffeinato Pods","33.99","Lavazza Blue Capsules","N","N"
"521074","Lavazza Blue - Espresso Delicato Pods","33.99","Lavazza Blue Capsules","N","N"
"521076","Lavazza Blue - Espresso Ricco Pods","33.99","Lavazza Blue Capsules","N","N"
"521077","Lavazza Blue - Tierra Pods","33.99","Lavazza Blue Capsules","N","N"
"537396","Lavazza Blue Capsule Machine LB1000","359.99","Soluble Coffee and Cappuccino Machines","Y","N"
"521070","Lavazza Blue Capsule Machine LB2302","0.00","Soluble Coffee and Cappuccino Machines","N","N"
"521069","Lavazza Brown Sugar Sticks","13.29","Lavazza Ancillaries","N","N"
"537408","Lavazza Crockery","0.00","CROCKERY AND GLASSWARE","N","Y"
"523055","Lavazza DEK Decaf Ground Sachets","41.06","LAVAZZA COFFEE PRODUCTS","N","N"
"537414","Lavazza ESE Pod - Decaf","16.49","Caffe Prima ESE Coffee Pods","N","Y"
"521065","Lavazza Gold Selection Coffee Beans","79.46","Lavazza Coffee Beans","N","N"
"523186","Lavazza Gran Filtro - Filter Coffee","32.42","LAVAZZA COFFEE PRODUCTS","N","N"
"521063","Lavazza Grand Espresso Coffee Beans","69.18","Lavazza Coffee Beans","N","N"
"537417","Lavazza Grande Ristorazione Beans","68.11","Lavazza Coffee Beans","N","N"
