Scoota Mart Category,New Product Category,Checked,Remove,Product Id (Don't Modify),Product Name,Added on (D-dd/mm/YY HH:MM:SS),Barcode (applicable only if variable combinations not used),Product Id,Model,Short Description,Product Keywords (will be used while searching for products in website),Is Hidden? (Y/N),Cost Price,Web Price,Weight,Reorder Quantity,Extra Shipping Cost,Bonus Points,"Discount Type ('%' for %,'Value' for Discount Value,'Exact' for Exact Discount Price)",Discount (value in this field depends on the Discount Type),Apply Tax? (Y/N),Variable Stock Allowed? (Y/N) (Dont't Modify),Fixed Web Stock (applicable only if Variable Stock Allowed is 'N'),Preorder Allowed? (Y/N),Maximum number of times preorder will be allowed? (applicable only if Preorder is Y),In Stock Date (applicable only if preorder is Y)  (D-dd/mm/YY),Product Deposit %,Product deposit message (will be considered only if Product deposit is >0),Activate Buy link (Y/N),Activate Enquire link (Y/N),Heading to be shown for size chart (applicable only if size chart is managed),Show Variable in new row in product details page? (Y / N),Allow Stock Notification?,Hide Product when out of stock?,Allow ordering even if out of stock (Y/N)?,Allow free Delivery? (Y/N),Caption to be displayed for Qty,"Qty type (Normal,Dropdown)","Value to be displayed in dropdown box. Seperate using comma (,) (applicable only if qty type is Dropdown",Prefix to be used for Qty (applicable only if Qty type is Drop down box),Suffix to be used for Qty (applicable only if Qty type is Drop down box),Prefix for Normal price,Suffix for Normal price,Prefix for From price,Suffix for From price,Prefix for Special offer price,Suffix for Special offer price,Prefix for Discount,Suffix for Discount,Prefix for You Save Price,Suffix for You Save Price,Caption for No Price,Show Price Promise button in details page? (Y/N),Show Sale Icon (Y/N),Caption for sale icon (applicable only if Sale icon is Y),Show New Icon (Y/N),Caption for new icon (applicable only if New icon is Y),Variable Combination Image Allowed (Don't Modify),Unique Ids of Images from Image gallery. Seperate Id's using '=>' (applicable only if Variable Combination Image is 'N'. Already assigned Images which are not specified in this column will be unassigned automatically before saving the current id's,Variable Combination Price Allowed (Don't Modify),Allow Bulk Discount (Y/N),"Format (Qty1=>Price1,Qty2=>Price2) (applicable only if Variable combination price allowed is 'N')"
Inactive Product,,N/A,Yes,P-533750,Good grips peeler,D-09/12/2013 08:35:59,,nrs,Good grips peeler- F22156,Good grips peeler- his good grips peeler has a large rubber handle which makes it more comfortable to use.,"good grips peeler, apple peeler, good grips cutlery, vegetable peeler, kitchen appliance",Y,6.27,13.02,2,0,0,8,Exact,8.02,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313832=>313830=>313831,N,N,
Inactive Product,,N/A,Yes,P-533749,Good grips potato masher,D-09/12/2013 08:35:59,,nrs,Good grips potato masher- M18072,Good grips potato masher- This good grips potato masher has a comfortable moulded handle that makes mashing easier.,"good grips potato masher, potato masher, good grips cutlery, kitchen appliance, stainless steel potato masher",Y,15.78,25.06,3,0,0,18,Exact,20.05,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313828=>313829,N,N,
Inactive Product,,N/A,Yes,P-533576,Grab rails,D-09/12/2013 08:35:45,,nrs,Grab rails - F30116/ F19716/ F30128,Grab rails -  A range of great value flat end tubular grab rails.,"grab rail, handy rail, grab rail for outdoors, daily living items, Wall rail",Y,5.2,12.03,3,0,0,7,Exact,10.02,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313185,N,N,
Inactive Product,,N/A,Yes,P-532573,Hand splint,D-09/12/2013 08:33:03,,nrs,Hand splint- M10577/M17882/ M17894,"Hand splint- These hand splints create built up, easy grip handle cutlery, pens, brushes etc.","hand splint, functional hand splint, hand grip, grip for pens and cutlery, different sized hand splints",Y,20.52,35.08,2,0,0,26,Exact,26.07,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313762=>313763=>313764,N,N,
Inactive Product,,N/A,Yes,P-533667,Hands free magnifier and light,D-09/12/2013 08:35:52,,nrs,Hands free magnifier and light - L97093,Hands free magnifier and light- This hands free magnifier and light can be held in the hand or wear around the neck.,"hands free magnifier and light, magnifier and light, magnifier worn around the neck, magnifier with strap, hand magnifier with light",Y,9.88,20.45,4,0,0,13,Exact,13.03,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313540=>313541,N,N,
Inactive Product,,N/A,Yes,P-533652,Handy tray,D-09/12/2013 08:35:50,,nrs,Handy tray - F21229,"Handy tray - This handy tray can be used to carry food, drink and other household items.","handy tray,carry tray, household tray, food tray, drinks tray, foldaway carry tray,",Y,10.6,22.06,5,0,0,18,Exact,15.03,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313474,N,N,
Inactive Product,,N/A,Yes,P-533620,Health care plus cup,D-09/12/2013 08:35:48,,nrs,Health care plus cup- M17029/ M18874,Health care plus cup- This health care plus cup is easy to read and has raised slip resistant graduation marks.,"health care plus cup, plastic cup, slip resistant cup, easy to read marked cup, drinking cup,",Y,4.92,9.01,2,0,0,9,Exact,7.53,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313747,N,N,
Inactive Product,,N/A,Yes,P-533662,Healthguard vinyl gloves,D-09/12/2013 08:35:51,,nrs,Healthguard vinyl gloves - M11508/ M16580/ M16592,Healthguard vinyl gloves- Disposable healthguard vinyl gloves.,"disposable gloves, vinyl gloves,healthguard gloves, healthguard vinyl gloves, disposable vinyle gloves, carers gloves",Y,4.92,10.02,2,0,0,7,Exact,7.53,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313517,N,N,
Inactive Product,,N/A,Yes,P-533322,Hold it book holder,D-09/12/2013 08:35:24,,nrs,Hold it book holder - M35331,"Hold it book holder - Floor standing book holder, writing stand and laptop support for use when sitting, lying down or standing up.","Hold it book holder, book holder, laptop support, writing stand, adjustable book holder, lightweight book holder",Y,133.79,250.63,21,0,0,179,Exact,179.44,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313388=>313389=>313387=>313390,N,N,
Inactive Product,,N/A,Yes,P-533644,Home helper trolley,D-09/12/2013 08:35:50,,nrs,Home helper trolley - M03792,"Home helper trolley- This useful home helper trolley has removable, wipe clean trays with raised lips to prevent items rolling off.","home helper trolley, house hold trolley, indoor trolley, indoor helper trolley, food carrier trolley",Y,40.15,70.17,12,0,0,49,Exact,54.14,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313436=>313437,N,N,
Inactive Product,,N/A,Yes,P-533691,Home safety alert,D-09/12/2013 08:35:53,,nrs,Home safety alert- L83926,Home safety alert- This home safety alert is a wireless calling alarm. Main reciever ( for a carer) and two pendants with a call and alarm buttons.,"home safety alert, couples home safety alarm, safety alarm, safety alert, home safety alet for carers",Y,33.38,55.12,5,0,0,43,Exact,43.1,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313596,N,N,
Inactive Product,,N/A,Yes,P-532655,Inflatable Bath Seat,D-09/12/2013 08:33:15,,NRS,Inflatable bath seat M18734,Inflatable bath seat A soft cotton bath seat gives users more comfort and takes away the feeling of a hard bath.,"Inflatable bath seat, bath seat, inflatable seat, soft bath seat",Y,6.09,29.06,0,0,0,0,Exact,15.02,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313248,N,N,
Inactive Product,,N/A,Yes,P-533805,Instant heat pads,D-09/12/2013 08:36:01,,nrs,Instant heat pads- M19064,Instant heat pads- These instanted heat pads are ideal to keep hands warm or to apply to other small areas of the body to relieve aches and pains.,"instant heat pads, heat pads, instant heated pads, reusable heat pads, thermo pads",Y,4.64,11.01,3,0,0,7,Exact,7.42,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313970,N,N,
Inactive Product,,N/A,Yes,P-533732,Insulated cup and top,D-09/12/2013 08:35:57,,nrs,Insulated cup and top- F19909 & F19569,Insulated cup and top- The insulated cup and top keeps drinks hotter for longer.,"insulated cup and top, insulated cup, aladdin cup, aladdin cup with lid, insulated aladdin cup with feeder lid, cup and feeder lid",Y,12.18,17.03,2,0,0,11,Exact,11.06,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313705,N,N,
Inactive Product,,N/A,Yes,P-533703,Jumbo tv remote control,D-09/12/2013 08:35:55,,nrs,Jumbo tv remote control- M08790,"Jumbo tv remote control-  This jumbo tv remote control is ideal for the elderly, those with poor finger dexterity or impaired vision.","JUMBO TV REMOTE CONTROL, REMOTE CONTROL,REMOTE CONTROL FOR THE ELDERLY, LARGE TV REMOTE, LARGE REMOTE CONTROL",Y,19.53,35.08,3,0,0,25,Exact,25.06,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313625=>313626,N,N,
Inactive Product,,N/A,Yes,P-533791,Junior Caring Cutlery,D-09/12/2013 08:36:01,,NRS,"Junior Caring Cutlery K-F21012, F-F21024 S-F21036","Junior Caring Cutlery A range of knife, fork and spoon similar in concept to the Caring Cutlery range, but smaller in size. Designed primarily for children.","Junior caring cutlery, childrens cutlery, junior caring knife, junior caring fork, junior caring spoon,",Y,5.62,10.02,0,0,0,9,Exact,7.53,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313074,N,N,
Inactive Product,,N/A,Yes,P-533256,Junior Rota Cushion,D-09/12/2013 08:35:17,,NRS,NRS M46390,Junior Rota Cushion - A soft and comfortable cushion helps to turn a small child in a sitting position.,"Junior rota cushion, swivel cushion, cushion, junior cushion, rota cushion, transfer cushion",Y,43,70.17,0,0,0,59,Exact,60.14,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,,N,N,
Inactive Product,,N/A,Yes,P-532520,Kaboost portable chair raiser,D-09/12/2013 08:32:59,,nrs,Kaboost portable chair raiser - M16839,"Kaboost portable chair raiser - The kaboost portable chair raiser, raises height of kitchen and dinning room chairs.","Kaboost portable chair raiser, portable chair raiser, chair raiser, non-slip chair raiser, Fold away chair raiser,",Y,25.36,50.13,2,0,0,40,Exact,34.09,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313317=>313318,N,N,
Inactive Product,,N/A,Yes,P-533611,Kaye Adjustable Bench,D-09/12/2013 08:35:47,,NRS,Kaye Adjustable Bench small-F24633 large-F24645 XL-F24657,Kaye Adjustable Bench ideal for children who do not need back support in sitting but require a firm seat which can be adjusted.,"Kaye adjustable bench, bench, adjustable bench, childrensd seating",Y,199.88,319.79,0,0,0,265,Exact,265.66,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313289,N,N,
Inactive Product,,N/A,Yes,P-532654,Kaye Posture System,D-09/12/2013 08:33:15,,NRS,Kaye Posture System small-F24669 Large-F24670,Kaye Posture System An accessory to the Kaye Adjustable Bench to provide additional stability.,"Kaye posture system, posture,",Y,216.13,290.73,0,0,0,270,Exact,275.68,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313290,N,N,
Inactive Product,,N/A,Yes,P-533728,Keep warm dish,D-09/12/2013 08:35:57,,nrs,Keep warm dish- M24289,Keep warm dish- With this keep warm dish all you need to do is open the port and fill the chamber with hot water to keep your food much hotter for longer.,"keep warm dish, blue keep warm dish, hot plate, bowl with raised edges, plastic dish, dish to keep food hot",Y,8.33,19.03,3,0,0,14,Exact,11.15,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313688=>313687,N,N,
Inactive Product,,N/A,Yes,P-533721,Kennedy cup,D-09/12/2013 08:35:56,,nrs,Kennedy cup- G44560,Kennedy cup- The kennedy cup is to help you drink without fully sitting up,"kennedy cup, adult cup, non-spill cup, cup with straw, cup for while laying down",Y,6.81,13.02,3,0,0,9,Exact,9.1,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313676=>313677,N,N,
Inactive Product,,N/A,Yes,P-533775,Kenwood power pierce tin opener,D-09/12/2013 08:36:00,,nrs,Kenwood power pierce tin opener- F28973,"Kenwood power pierce tin opener- This Kenwood power piece tin opener is a freestanding electris tin opener, requires little pressure to operate.","kenwood power piece tin opener, kenwood tin opener, electric tin opener, tin opener, kitchen aid",Y,19.49,31.57,3,0,0,26,Exact,26.07,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313895=>313894=>313893,N,N,
Inactive Product,,N/A,Yes,P-532783,KidSert Cushion Insert,D-09/12/2013 08:33:33,,NRS,KidSert Cushion Insert H88788,KidSert Cushion Insert Provides extra seating comfort and postural support.,"Kidsert cushion insert, Kidsert, cushion insert, insert cushion",Y,48.28,80.2,0,0,0,62,Exact,62.16,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313813=>313814,N,N,
Inactive Product,,N/A,Yes,P-533630,Large Font Keyboard,D-09/12/2013 08:35:49,,NRS,Large Font Keyboard L99880,Large Font Keyboard Suitable for those with low vision and is helpful for people who are not familiar with a keyboard layout.,"Large font keyboard, keyboard, visually impaired aid, communiction aid,",Y,33.65,60.15,0,0,0,48,Exact,48.12,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313342=>313343,N,N,
Inactive Product,,N/A,Yes,P-532754,Large handle mug,D-09/12/2013 08:33:29,,nrs,Large handle mug- M17067,Large handle mug- Light weiht large handle mug is to help people with poor grip.,"LARGE HANDLE MUG, LARGE HANDLE CUP, LIGHTWEIGHT CUP, CUP FOR POOR GRIP, LIGHTWEIGHT HANDLED CUP, LARGE CUP WITH LIDS.",Y,6,10.02,2,0,0,7,Exact,7.73,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313749,N,N,
Inactive Product,,N/A,Yes,P-533589,Leg lifter,D-09/12/2013 08:35:45,,nrs,Leg lifter - L33194,Leg lifter - This leg lifter helps you to lift or position your leg.,"leg lifter, leg strap, leg support, daily living aids, foot strap",Y,7.4,11.54,1,0,0,10,Exact,10.03,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313204,N,N,
Inactive Product,,N/A,Yes,P-533692,Low blood sugar wrist alarm,D-09/12/2013 08:35:53,,nrs,Low blood sugar wrist alarm- M08418,Low blood sugar wrist alarm- This low blood sugar wrist alarm is ideal for people with diabetes.,"low blood sugar wrist alarm, blood sugar alarm, low blood sugar bed time alarm, low blood sugar alarm for diabetes, low blood sugar ankle alarm",Y,86.19,150.38,4,0,0,115,Exact,115.28,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313599=>313597=>313598,N,N,
Inactive Product,,N/A,Yes,P-533340,Magic Power Ball,D-09/12/2013 08:35:25,,NRS,Magic Power Ball M17479,"Magic Power Ball With a mesmerising display of multi-coloured, multipattern, spinning LED illumination.","Magic power ball, power ball",Y,17.78,35.08,0,0,0,22,Exact,23.78,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313564=>313565,N,N,
Inactive Product,,N/A,Yes,P-532656,Magiplug Bath/Basin Plug,D-09/12/2013 08:33:15,,NRS,"Magiplug Bath/Basin Plug bath-L27479, basin-M10292",Magiplug Bath/Basin Plug A unique device that reduces the risk of flooding and scalding.,"Magiplug, Magiplug bath, magiplug basin, flooding prevention, scalding prevention",Y,7.35,16.04,0,0,0,10,Exact,9.83,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313250=>313252=>313249=>313251,N,N,
Inactive Product,,N/A,Yes,P-533725,Manoy sloped plates,D-09/12/2013 08:35:57,,nrs,Manoy sloped plates - F25650/ F25637,"Manoy sloped plates- The ingenious Manoy Sloped Plates have a low front, high back and a wide rim, making them easy to grip and access.","manoy sloped plates, sloped plates, plates with raised sides, plates for the elderly, kitchen appliance",Y,6.27,10.03,3,0,0,8,Exact,8.38,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313679,N,N,
Inactive Product,,N/A,Yes,P-532570,Matchett Support System - Caspian,D-09/12/2013 08:33:03,,NRS,Matchett Support System - Caspian E86838,Matchett Support System - Caspian Bead filled support cushion.,"Matchett support system caspian, matchett support system, caspian positioning aids, cushion, bead filled cushion, positioning cushion",Y,232.38,360.89,0,0,0,310,Exact,310.78,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313772,N,N,
Inactive Product,,N/A,Yes,P-533159,Matchett Support System - Diana,D-09/12/2013 08:34:57,,NRS,Matchett Support System - Diana H89951,Matchett Support System - Diana Maintains the users hips in an abducted position.,"Matchett support system - Diana, Matchett support system, diana, sleeping systems",Y,160.8,250.63,0,0,0,230,Exact,230.58,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313759=>313760,N,N,
Inactive Product,,N/A,Yes,P-533546,Matchett Support System - Gustav,D-09/12/2013 08:35:42,,NRS,Matchett Support System - Gustav E87326,Matchett Support System - Gustav Provides firm prone positioning support for the spine.,"Matchett support system gustav, matchett support system, gustav, positioning aid",Y,284.38,501.24,5,0,0,380,Exact,380.95,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313767=>313768=>313769,N,N,
Inactive Product,,N/A,Yes,P-532780,Matchett Support System - Hazel,D-09/12/2013 08:33:33,,NRS,G19243,Matchett Support System - Hazel - Gives greater lateral support than many other neck pillows.,"hazel matchett support system, hazel support system, support system, matchett support, neck support, matchett neck support, neck aid, neck cushion",Y,67.24,115.28,0,0,0,89,Exact,90.22,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314339,N,N,
Inactive Product,,N/A,Yes,P-532781,Matchett Support System - Leanne,D-09/12/2013 08:33:33,,NRS,G19231,Matchett Support System - Leanne - Extremely effective during rebound therapy sessions.,"Matchett Support System leanne, leanne matchett support system, support system, support aid, support system matchett support, matchett, leanne matchett",Y,113.21,174.61,0,0,0,159,Exact,160.39,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314341,N,N,
Inactive Product,,N/A,Yes,P-533746,Matchett Support System - Mini Eileen,D-09/12/2013 08:35:59,,NRS,Matchett Support System - Mini Eillen G19188,Matchett Support System - Mini Eillen Designed as a firm support of back extensor.,"Matchett support system mini eileen, Matchett support system, mini eileen, sleeping systems",Y,124.04,215.53,0,0,0,170,Exact,170.43,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313757=>313758,N,N,
Inactive Product,,N/A,Yes,P-533495,Medeci system cup tops and spout,D-09/12/2013 08:35:38,,nrs,Medeci system cup tops and spout- F23914/ F23938,"Medeci system cup tops and spout- For use with Medeci® System Cups, the clear Anti-Spill Top and Angled Spout assist with controlled drinking.","beakers, adult beakers, cup lids, cup spout, medeci system cup tops and spouts,",Y,3.56,6.02,2,0,0,5,Exact,5.01,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313674,N,N,
Inactive Product,,N/A,Yes,P-533717,Medeci system cups,D-09/12/2013 08:35:56,,nrs,Medeci system cups- H69800/H70115/H70103/H70097,"Medeci system cups- These medeci system cups are supplied with two attachable, easy to hold handles.","cup, plastic cups, adult beakers, medeci system cups,multi colour cups, cups for carers, cups with lids and spouts",Y,6.81,14.04,3,0,0,10,Exact,10.03,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313673=>313674,N,N,
Inactive Product,,N/A,Yes,P-533720,Medeci system plates,D-09/12/2013 08:35:56,,nrs,Medeci system plates- H80005/H80017/H79982/H79969,Medeci system plates- These medeci system plates features deep 3/4,"plates, plastic plates, plates with raised sides, medeci system plates, sloped plates",Y,6.81,14.04,2,0,0,10,Exact,10.03,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313675,N,N,
Inactive Product,,N/A,Yes,P-533710,Memo minder,D-09/12/2013 08:35:55,,nrs,Memo minder- L98772,Memo minder- This memo minder plays back pre-recorded reminder messages up to 20 seconds long when motion is detected nearby.,"memo minder, memo reminder, pre-recorded reminder, battery memo minder, talking reminder, motion sensor memo minder",Y,22.82,40.1,3,0,0,30,Exact,30.51,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313640,N,N,
Inactive Product,,N/A,Yes,P-533669,Memory plus amplified telephone,D-09/12/2013 08:35:52,,nrs,Memory plus amplified telephone- M28971,Memory plus amplified telephone- The Memory plus amplified telephone is helpful for people with limited dexerity or memory problems.,"memory plus amplified telephone, doro 319ph, large telephone, memory telephone, amplified telephone.",Y,45.78,75.18,4,0,0,61,Exact,61.15,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313543,N,N,
Inactive Product,,N/A,Yes,P-533681,Mem-x memory aid pendant,D-09/12/2013 08:35:53,,nrs,Mem-x memory aid pendant- M31647,Mem-x memory aid pendant- This mem-x memory aid pendant is ideal to help or reassure someone who has difficulty remembering things.,"mem-x memory aid pendant, memory aid pendant, memory aids, medication reminder, memory pendant that records,",Y,140.29,300.74,4,0,0,255,Exact,187.61,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313577,N,N,
Inactive Product,,N/A,Yes,P-533320,Menu Portioned Plate,D-09/12/2013 08:35:24,,NRS,Menu Portioned Plate M17122,Menu Portioned Plate A plate to portion meals making it easier to scoop food.,"Menu portioned plate, menu plate, portion plate, food monitoring, eating aid, eating assistance",Y,17.4,39.08,0,0,0,24,Exact,23.05,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313424=>313423,N,N,
Inactive Product,,N/A,Yes,P-533578,Metal half step,D-09/12/2013 08:35:45,,nrs,Metal half step - G85367/ G85355,Metal half step - High quality aluminium half step.,"metal half step, door step, metal door step, aluminium half door step.",Y,68.86,129.32,2,0,0,85,Exact,85.21,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313187,N,N,
Inactive Product,,N/A,Yes,P-532677,Mini lightweight kettle,D-09/12/2013 08:33:18,,nrs,Mini lightweight kettle- M10826,Mini lightweight kettle- This is a Mini lightweight kettle that is small and holds up to 1 litre.,"mini lightweight kettle, mini kettle, lightweight kettle, travel kettle, kitchen aid, kettles",Y,21.19,35.07,5,0,0,24,Exact,30.07,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313942,N,N,
Inactive Product,,N/A,Yes,P-533772,Movin'sit Cushion - Junior,D-09/12/2013 08:36:00,,NRS,Movin'sit Cushion - Junior L21714,Movin'sit Cushion - Junior Helps growing children to develop a correct and healthy posture.,"Movin'sit cushion, movin sit cushion, movin'sit chshion junior, movin sit cushion junior, cushion, posture cushion, seating and positioning, children and juniors seating and positioning",Y,19.03,33.07,0,0,0,24,Exact,24.06,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313881=>313882,N,N,
Inactive Product,,N/A,Yes,P-533651,MP5 Seizure Monitor For Children,D-09/12/2013 08:35:50,,NRS,MP5 Seizure Monitor For Children M08467,MP5 Seizure Monitor For Children Detects nocturnal convulsive seizures. Sensors are placed under the mattress.,"MP5 seizure monitor for children, MP5, seizure monitor MP5 monitor,",Y,209.99,349.87,0,0,0,295,Exact,295.73,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313473,N,N,
Inactive Product,,N/A,Yes,P-533812,Multi-Mover Plus Slide Sheet Multi Pack,D-09/12/2013 08:36:02,,NRS,L62248,Multi-Mover Plus Slide Sheet Multi Pack - This amazing value multi pack offers three of the most popular sizes of the Multi-Mover Plus Slide Sheets.,"Multi-Mover plus slide sheets, multi-mover plus slide sheets multi pack, multi pack multi mover, multi pack transfer sheets, tansfer sheets, multi pack, multi sheets",Y,48,80.19,0,0,0,69,Exact,70.17,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314319=>314318,N,N,
Inactive Product,,N/A,Yes,P-533793,Multi-purpose kettle tipper,D-09/12/2013 08:36:01,,nrs,Multi-purpose kettle tipper- L28204,"Multi-purpose kettle tipper- This mulit-purpose kettle tipper can be used with conventional kettles, jug kettles and teapots.","Multi-purpose kettle tipper, kettle tipper, multipurpose tipper, jug tipper, kitchen aid",Y,23.47,49.12,4,0,0,35,Exact,35.08,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313921,N,N,
Inactive Product,,N/A,Yes,P-532566,Nelson knife,D-09/12/2013 08:33:02,,nrs,Nelson knife- F17689,Nelson knife- The unique nelson knife features a curved blade that allows a rocking action to cut food.,"NELSON KNIFE, CURVED KNIFE, ROCKER KNIFE, KNIFE, NELSON CUTLERY, KITCHEN APPLIANCE, CUTLERY",Y,9.52,19.03,2,0,0,12,Exact,14.04,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313785=>313786,N,N,
